Model,Task,Name,Dropout,WeightDecay,LearningRate,BatchSize,Epochs,Accuracy,Precision,Recall,F1,AUROC,AUPRC,Sensitivity,Specificity
Image,edema,dp0.1_wd0.01_lr0.0002_bs16,0.1,0.01,0.0002,16,20,,0.8106194690265487,0.7363344051446945,0.7716933445661331,0.8811350718166024,0.8578157711219438,0.7363344051446945,0.8691931540342298
Image,effusion,dp0.1_wd0.01_lr0.0002_bs16,0.1,0.01,0.0002,16,20,,0.8495440729483282,0.7345597897503285,0.7878787878787878,0.8788354985978841,0.892272735638818,0.7345597897503285,0.8541973490427098
Image,edema,dp0.1_wd0.01_lr0.0002_bs32,0.1,0.01,0.0002,32,20,,0.8310679611650486,0.6881028938906752,0.752858399296394,0.8908717835832043,0.8601208773275815,0.6881028938906752,0.8936430317848411
Image,effusion,dp0.1_wd0.01_lr0.0002_bs32,0.1,0.01,0.0002,32,20,,0.8895800933125972,0.7516425755584757,0.8148148148148148,0.9206280396114715,0.9279553648726175,0.7516425755584757,0.8954344624447718
Image,edema,dp0.1_wd0.01_lr0.0002_bs64,0.1,0.01,0.0002,64,20,,0.8015873015873016,0.8118971061093248,0.8067092651757188,0.9104022044198462,0.8826429050343529,0.8118971061093248,0.8471882640586798
Image,effusion,dp0.1_wd0.01_lr0.0002_bs64,0.1,0.01,0.0002,64,20,,0.8697421981004071,0.8423127463863338,0.855807743658211,0.9244792624230965,0.931846154401874,0.8423127463863338,0.8586156111929307
Image,edema,dp0.1_wd0.1_lr1e-05_bs16,0.1,0.1,1e-05,16,20,,0.7959501557632399,0.8215434083601286,0.8085443037974683,0.9103727230559988,0.8876418609646426,0.8215434083601286,0.8398533007334963
Image,effusion,dp0.1_wd0.1_lr1e-05_bs16,0.1,0.1,1e-05,16,20,,0.8588235294117647,0.8633377135348226,0.8610747051114024,0.9309876354459581,0.9345789992459103,0.8633377135348226,0.8409425625920471
Image,edema,dp0.1_wd0.1_lr1e-05_bs32,0.1,0.1,1e-05,32,20,,0.8085443037974683,0.8215434083601286,0.8149920255183413,0.910504406481183,0.8819871362625806,0.8215434083601286,0.8520782396088019
Image,effusion,dp0.1_wd0.1_lr1e-05_bs32,0.1,0.1,1e-05,32,20,,0.8185053380782918,0.9067017082785808,0.8603491271820449,0.925384977134574,0.9273534167543711,0.9067017082785808,0.7746686303387335
Image,edema,dp0.1_wd0.1_lr1e-05_bs64,0.1,0.1,1e-05,64,20,,0.8347529812606473,0.7877813504823151,0.8105872622001654,0.9120610224923154,0.893781038757822,0.7877813504823151,0.8814180929095354
Image,effusion,dp0.1_wd0.1_lr1e-05_bs64,0.1,0.1,1e-05,64,20,,0.8850889192886456,0.8501971090670171,0.8672922252010724,0.9339621728637808,0.9339026063056042,0.8501971090670171,0.8762886597938144
Image,edema,dp0.1_wd0.1_lr5e-05_bs16,0.1,0.1,5e-05,16,20,,0.8494208494208494,0.707395498392283,0.7719298245614035,0.906036997146204,0.8806650688225107,0.707395498392283,0.9046454767726161
Image,effusion,dp0.1_wd0.1_lr5e-05_bs16,0.1,0.1,5e-05,16,20,,0.8890449438202247,0.8318002628120894,0.8594704684317719,0.9376005140124516,0.9452013883514747,0.8318002628120894,0.8836524300441826
Image,edema,dp0.1_wd0.1_lr5e-05_bs32,0.1,0.1,5e-05,32,20,,0.8341880341880342,0.7845659163987139,0.8086164043082021,0.9150504327864213,0.8898193600487292,0.7845659163987139,0.8814180929095354
Image,effusion,dp0.1_wd0.1_lr5e-05_bs32,0.1,0.1,5e-05,32,20,,0.8429447852760736,0.9027595269382391,0.8718274111675127,0.9347556408802463,0.9400207048740385,0.9027595269382391,0.8114874815905744
Image,edema,dp0.1_wd0.1_lr5e-05_bs64,0.1,0.1,5e-05,64,20,,0.7865853658536586,0.8295819935691319,0.8075117370892019,0.9118192753087683,0.8875618967591137,0.8295819935691319,0.8288508557457213
Image,effusion,dp0.1_wd0.1_lr5e-05_bs64,0.1,0.1,5e-05,64,20,,0.8333333333333334,0.9067017082785808,0.868470736312146,0.9304709135913329,0.9313089212220249,0.9067017082785808,0.7967599410898379
Image,edema,dp0.1_wd0.1_lr0.0002_bs16,0.1,0.1,0.0002,16,20,,0.743849493487699,0.8263665594855305,0.7829398324447829,0.8955573550106526,0.8572774635313226,0.8263665594855305,0.7836185819070904
Image,effusion,dp0.1_wd0.1_lr0.0002_bs16,0.1,0.1,0.0002,16,20,,0.8348271446862996,0.8567674113009198,0.8456549935149157,0.9047625498578531,0.9024343429733221,0.8567674113009198,0.8100147275405007
Image,edema,dp0.1_wd0.1_lr0.0002_bs32,0.1,0.1,0.0002,32,20,,0.7752293577981652,0.815112540192926,0.7946708463949843,0.9023400341197652,0.8754937814354491,0.815112540192926,0.8202933985330073
Image,effusion,dp0.1_wd0.1_lr0.0002_bs32,0.1,0.1,0.0002,32,20,,0.8833819241982507,0.7963206307490145,0.8375950241879752,0.9237090178607715,0.9317495123834454,0.7963206307490145,0.882179675994109
Image,edema,dp0.1_wd0.1_lr0.0002_bs64,0.1,0.1,0.0002,64,20,,0.8546168958742633,0.6993569131832797,0.7692307692307693,0.9031262038223571,0.8709988077087572,0.6993569131832797,0.9095354523227384
Image,effusion,dp0.1_wd0.1_lr0.0002_bs64,0.1,0.1,0.0002,64,20,,0.8378728923476005,0.8488830486202366,0.8433420365535248,0.9150040931337922,0.9243137949143332,0.8488830486202366,0.8159057437407953
Image,edema,dp0.2_wd0_lr1e-05_bs16,0.2,0.0,1e-05,16,20,,0.812206572769953,0.8344051446945338,0.8231562252180809,0.9196652489406363,0.8924613586062011,0.8344051446945338,0.8533007334963325
Image,effusion,dp0.2_wd0_lr1e-05_bs16,0.2,0.0,1e-05,16,20,,0.8426270136307311,0.8935611038107752,0.8673469387755102,0.9346550059123044,0.937432907834126,0.8935611038107752,0.812960235640648
Image,edema,dp0.2_wd0_lr1e-05_bs32,0.2,0.0,1e-05,32,20,,0.8209459459459459,0.7813504823151125,0.800658978583196,0.9141718881437748,0.8920180932169155,0.7813504823151125,0.8704156479217604
Image,effusion,dp0.2_wd0_lr1e-05_bs32,0.2,0.0,1e-05,32,20,,0.8857545839210155,0.8252299605781866,0.854421768707483,0.9336912325654756,0.9363158316344704,0.8252299605781866,0.8807069219440353
Image,edema,dp0.2_wd0_lr5e-05_bs16,0.2,0.0,5e-05,16,20,,0.8098360655737705,0.7942122186495176,0.801948051948052,0.9124305222525335,0.8904310751527917,0.7942122186495176,0.8581907090464548
Image,effusion,dp0.2_wd0_lr5e-05_bs16,0.2,0.0,5e-05,16,20,,0.8567741935483871,0.8725361366622865,0.8645833333333334,0.9335189919472673,0.9338916839881568,0.8725361366622865,0.8365243004418262
Image,edema,dp0.2_wd0_lr5e-05_bs32,0.2,0.0,5e-05,32,20,,0.8462998102466793,0.7170418006430869,0.7763272410791993,0.9108149435137068,0.8914379463923559,0.7170418006430869,0.9009779951100244
Image,effusion,dp0.2_wd0_lr5e-05_bs32,0.2,0.0,5e-05,32,20,,0.8582474226804123,0.8751642575558476,0.8666232921275211,0.9345040534603913,0.938859111410123,0.8751642575558476,0.8379970544918999
Image,edema,dp0.2_wd0_lr0.0002_bs16,0.2,0.0,0.0002,16,20,,0.7701492537313432,0.8295819935691319,0.7987616099071208,0.8971041439005023,0.8650142920003301,0.8295819935691319,0.8117359413202934
Image,effusion,dp0.2_wd0_lr0.0002_bs16,0.2,0.0,0.0002,16,20,,0.8190709046454768,0.8804204993429697,0.8486383787207094,0.9138158263969391,0.9246030700592671,0.8804204993429697,0.7820324005891016
Image,edema,dp0.2_wd0_lr0.0002_bs32,0.2,0.0,0.0002,32,20,,0.7836166924265843,0.815112540192926,0.7990543735224587,0.9077351237038027,0.8768170140934508,0.815112540192926,0.8288508557457213
Image,effusion,dp0.2_wd0_lr0.0002_bs32,0.2,0.0,0.0002,32,20,,0.7819383259911894,0.9329829172141918,0.8508088675853804,0.9195210549641101,0.9266987386932314,0.9329829172141918,0.7083946980854198
Image,edema,dp0.2_wd0.01_lr1e-05_bs16,0.2,0.01,1e-05,16,20,,0.7919254658385093,0.819935691318328,0.8056872037914692,0.9147261377841021,0.8822551687601674,0.819935691318328,0.8361858190709046
Image,effusion,dp0.2_wd0.01_lr1e-05_bs16,0.2,0.01,1e-05,16,20,,0.843358395989975,0.8843626806833115,0.86337395766517,0.9302831906703642,0.9314742052698941,0.8843626806833115,0.8159057437407953
Image,edema,dp0.2_wd0.01_lr1e-05_bs32,0.2,0.01,1e-05,32,20,,0.8248772504091653,0.8102893890675241,0.8175182481751825,0.9137375293830926,0.8912736267213616,0.8102893890675241,0.8691931540342298
Image,effusion,dp0.2_wd0.01_lr1e-05_bs32,0.2,0.01,1e-05,32,20,,0.8746630727762803,0.8528252299605782,0.863606121091151,0.9337415500494467,0.9369163762697782,0.8528252299605782,0.8630338733431517
Image,edema,dp0.2_wd0.01_lr5e-05_bs16,0.2,0.01,5e-05,16,20,,0.8862144420131292,0.6511254019292605,0.7506950880444856,0.8950974457346365,0.8709384475558313,0.6511254019292605,0.9364303178484108
Image,effusion,dp0.2_wd0.01_lr5e-05_bs16,0.2,0.01,5e-05,16,20,,0.8817934782608695,0.8528252299605782,0.8670674682698731,0.9287949543175303,0.9305635101451069,0.8528252299605782,0.8718703976435935
Image,edema,dp0.2_wd0.01_lr5e-05_bs32,0.2,0.01,5e-05,32,20,,0.7704011065006916,0.8954983922829582,0.8282527881040892,0.922267470656216,0.8959133040351566,0.8954983922829582,0.7970660146699267
Image,effusion,dp0.2_wd0.01_lr5e-05_bs32,0.2,0.01,5e-05,32,20,,0.8249708284714119,0.9290407358738502,0.8739184177997528,0.93262488896286,0.9330198089593972,0.9290407358738502,0.7790868924889544
Image,edema,dp0.2_wd0.01_lr0.0002_bs16,0.2,0.01,0.0002,16,20,,0.6968253968253968,0.7057877813504824,0.7012779552715654,0.8013761900643872,0.7514866231467229,0.7057877813504824,0.7665036674816625
Image,effusion,dp0.2_wd0.01_lr0.0002_bs16,0.2,0.01,0.0002,16,20,,0.6576763485477178,0.8331143232588699,0.735072463768116,0.7777031616797525,0.7997945619593227,0.8331143232588699,0.5139911634756995
Image,edema,dp0.2_wd0.01_lr0.0002_bs32,0.2,0.01,0.0002,32,20,,0.8425047438330171,0.7138263665594855,0.7728459530026109,0.9054945400514156,0.8675240575476023,0.7138263665594855,0.8985330073349633
Image,effusion,dp0.2_wd0.01_lr0.0002_bs32,0.2,0.01,0.0002,32,20,,0.8116805721096544,0.8948751642575559,0.85125,0.9209821972871135,0.92786834174345,0.8948751642575559,0.7673048600883653
Image,edema,dp0.2_wd0.1_lr1e-05_bs16,0.2,0.1,1e-05,16,20,,0.8050713153724247,0.8167202572347267,0.810853950518755,0.9140185850517694,0.8934077129516905,0.8167202572347267,0.8496332518337408
Image,effusion,dp0.2_wd0.1_lr1e-05_bs16,0.2,0.1,1e-05,16,20,,0.8753462603878116,0.8304862023653088,0.8523263654753878,0.9301844909902675,0.9336159338079751,0.8304862023653088,0.8674521354933726
Image,edema,dp0.2_wd0.1_lr1e-05_bs32,0.2,0.1,1e-05,32,20,,0.8142857142857143,0.8247588424437299,0.8194888178913738,0.9129297400136794,0.8896156889245477,0.8247588424437299,0.8569682151589242
Image,effusion,dp0.2_wd0.1_lr1e-05_bs32,0.2,0.1,1e-05,32,20,,0.857516339869281,0.8620236530880421,0.8597640891218873,0.931705627236467,0.9362135204580782,0.8620236530880421,0.8394698085419735
Image,edema,dp0.2_wd0.1_lr5e-05_bs16,0.2,0.1,5e-05,16,20,,0.796583850931677,0.8247588424437299,0.8104265402843602,0.9086844236196825,0.8699084751806163,0.8247588424437299,0.8398533007334963
Image,effusion,dp0.2_wd0.1_lr5e-05_bs16,0.2,0.1,5e-05,16,20,,0.8299155609167672,0.9040735873850198,0.8654088050314466,0.9283788674308473,0.9317285274301401,0.9040735873850198,0.792341678939617
Image,edema,dp0.2_wd0.1_lr5e-05_bs32,0.2,0.1,5e-05,32,20,,0.8115702479338843,0.7893890675241158,0.8003259983700082,0.9080240410695053,0.8838644319782619,0.7893890675241158,0.8606356968215159
Image,effusion,dp0.2_wd0.1_lr5e-05_bs32,0.2,0.1,5e-05,32,20,,0.888283378746594,0.8567674113009198,0.8722408026755852,0.9320288203065885,0.934037021272792,0.8567674113009198,0.8792341678939617
Image,edema,dp0.2_wd0.1_lr0.0002_bs16,0.2,0.1,0.0002,16,20,,0.42248722316865417,0.3987138263665595,0.41025641025641024,0.5029579635060024,0.4181445200752936,0.3987138263665595,0.5855745721271394
Image,effusion,dp0.2_wd0.1_lr0.0002_bs16,0.2,0.1,0.0002,16,20,,0.5524412296564195,0.8028909329829172,0.6545259775040171,0.4961749035742831,0.5035243176383905,0.8028909329829172,0.2709867452135493
Image,edema,dp0.2_wd0.1_lr0.0002_bs32,0.2,0.1,0.0002,32,20,,0.8156028368794326,0.7395498392282959,0.7757166947723441,0.9019666035110339,0.8648110114516925,0.7395498392282959,0.8728606356968215
Image,effusion,dp0.2_wd0.1_lr0.0002_bs32,0.2,0.1,0.0002,32,20,,0.8876755070202809,0.7477003942181341,0.81169757489301,0.9180057245814456,0.9247287814987457,0.7477003942181341,0.8939617083946981
Image,edema,dp0.2_wd0_lr1e-05_bs64,0.2,0.0,1e-05,64,20,,0.8211920529801324,0.797427652733119,0.8091353996737357,0.9196161133342244,0.9003537080295921,0.797427652733119,0.8679706601466992
Image,effusion,dp0.2_wd0_lr1e-05_bs64,0.2,0.0,1e-05,64,20,,0.8673602080624188,0.8764783180026281,0.8718954248366013,0.9337009090047007,0.9383642394390366,0.8764783180026281,0.8497790868924889
Image,edema,dp0.2_wd0_lr5e-05_bs64,0.2,0.0,5e-05,64,20,,0.8588469184890656,0.6945337620578779,0.768,0.9121592937051392,0.8946687112467927,0.6945337620578779,0.91320293398533
Image,effusion,dp0.2_wd0_lr5e-05_bs64,0.2,0.0,5e-05,64,20,,0.9160186625194401,0.7739816031537451,0.8390313390313391,0.932990658365572,0.9371946974079487,0.7739816031537451,0.9204712812960235
Image,edema,dp0.2_wd0_lr0.0002_bs64,0.2,0.0,0.0002,64,20,,0.748221906116643,0.8456591639871383,0.7939622641509434,0.9008227265937626,0.8732721732388734,0.8456591639871383,0.7836185819070904
Image,effusion,dp0.2_wd0_lr0.0002_bs64,0.2,0.0,0.0002,64,20,,0.85,0.871222076215506,0.8604802076573653,0.9212918433423194,0.9229452900585471,0.871222076215506,0.8276877761413843
Image,edema,dp0.2_wd0.01_lr1e-05_bs64,0.2,0.01,1e-05,64,20,,0.8407871198568873,0.7556270096463023,0.7959356477561389,0.9041580515570091,0.8830613917212935,0.7556270096463023,0.89119804400978
Image,effusion,dp0.2_wd0.01_lr1e-05_bs64,0.2,0.01,1e-05,64,20,,0.8771428571428571,0.8068331143232589,0.840520191649555,0.9255146414201915,0.9318166078468328,0.8068331143232589,0.8733431516936672
Image,edema,dp0.2_wd0.01_lr5e-05_bs64,0.2,0.01,5e-05,64,20,,0.8300180831826401,0.7379421221864951,0.7812765957446809,0.9082422031619745,0.8839787637155487,0.7379421221864951,0.8850855745721271
Image,effusion,dp0.2_wd0.01_lr5e-05_bs64,0.2,0.01,5e-05,64,20,,0.8612565445026178,0.8646517739816032,0.8629508196721312,0.9292729704152547,0.9296466118344039,0.8646517739816032,0.8438880706921944
Image,edema,dp0.2_wd0.01_lr0.0002_bs64,0.2,0.01,0.0002,64,20,,0.8153078202995009,0.7877813504823151,0.8013082583810303,0.9062531938144169,0.878432401745405,0.7877813504823151,0.8643031784841075
Image,effusion,dp0.2_wd0.01_lr0.0002_bs64,0.2,0.01,0.0002,64,20,,0.8804500703234881,0.8226018396846255,0.8505434782608695,0.9264455148736548,0.9311945655732159,0.8226018396846255,0.8748159057437408
Image,edema,dp0.2_wd0.1_lr1e-05_bs64,0.2,0.1,1e-05,64,20,,0.8422939068100358,0.7556270096463023,0.7966101694915254,0.9144431166911691,0.8926766358664673,0.7556270096463023,0.8924205378973105
Image,effusion,dp0.2_wd0.1_lr1e-05_bs64,0.2,0.1,1e-05,64,20,,0.8802816901408451,0.8212877792378449,0.849762066621346,0.9326500477048454,0.9379553108114438,0.8212877792378449,0.8748159057437408
Image,edema,dp0.2_wd0.1_lr5e-05_bs64,0.2,0.1,5e-05,64,20,,0.830122591943958,0.7620578778135049,0.7946353730092205,0.9083778174356717,0.8816241113148252,0.7620578778135049,0.8814180929095354
Image,effusion,dp0.2_wd0.1_lr5e-05_bs64,0.2,0.1,5e-05,64,20,,0.8571428571428571,0.8830486202365309,0.8699029126213592,0.9310437587934641,0.9364785810942293,0.8830486202365309,0.8350515463917526
Image,edema,dp0.2_wd0.1_lr0.0002_bs64,0.2,0.1,0.0002,64,20,,0.7962962962962963,0.8295819935691319,0.8125984251968504,0.9117603125810738,0.8850397275295506,0.8295819935691319,0.8386308068459658
Image,effusion,dp0.2_wd0.1_lr0.0002_bs64,0.2,0.1,0.0002,64,20,,0.8603723404255319,0.8501971090670171,0.8552544613350959,0.9259481458974801,0.9282902376405271,0.8501971090670171,0.845360824742268
Text,edema,dp0.2_wd0.1_lr0.0002_bs32,0.2,0.1,0.0002,32,20,0.917,0.8987603305785123,0.9275053304904051,0.912906610703043,0.9687518822353126,0.9526363597698836,,
Text,effusion,dp0.2_wd0.1_lr0.0002_bs32,0.2,0.1,0.0002,32,20,0.91,0.9339285714285714,0.9079861111111112,0.920774647887324,0.9722017492138365,0.981013924055871,,
Text,edema,dp0.2_wd0.1_lr0.0002_bs16,0.2,0.1,0.0002,16,20,0.531,0.0,0.0,0.0,0.2610655359200768,0.3373809400812659,,
Text,effusion,dp0.2_wd0.1_lr0.0002_bs16,0.2,0.1,0.0002,16,20,0.576,0.576,1.0,0.730964467005076,0.25943191496331236,0.4328313640361986,,
Text,edema,dp0.2_wd0.1_lr5e-05_bs32,0.2,0.1,5e-05,32,20,0.931,0.9273504273504274,0.9253731343283582,0.9263607257203842,0.9790996590895402,0.9672480757415125,,
Text,effusion,dp0.2_wd0.1_lr5e-05_bs32,0.2,0.1,5e-05,32,20,0.928,0.95,0.9236111111111112,0.9366197183098592,0.9824382534067085,0.9830895425928619,,
Text,edema,dp0.2_wd0.1_lr5e-05_bs16,0.2,0.1,5e-05,16,20,0.919,0.9217391304347826,0.9040511727078892,0.9128094725511302,0.9804046755729021,0.9744373936085098,,
Text,effusion,dp0.2_wd0.1_lr5e-05_bs16,0.2,0.1,5e-05,16,20,0.931,0.9502664298401421,0.9288194444444444,0.9394205443371378,0.9777335560796645,0.9813130990989408,,
Text,edema,dp0.2_wd0.1_lr1e-05_bs32,0.2,0.1,1e-05,32,20,0.929,0.9216101694915254,0.9275053304904051,0.924548352816153,0.980219965547565,0.9750969939426025,,
Text,effusion,dp0.2_wd0.1_lr1e-05_bs32,0.2,0.1,1e-05,32,20,0.943,0.9560632688927944,0.9444444444444444,0.9502183406113537,0.9815865762578616,0.9854842686414719,,
Text,edema,dp0.2_wd0.1_lr1e-05_bs16,0.2,0.1,1e-05,16,20,0.926,0.9055441478439425,0.9402985074626866,0.9225941422594143,0.9776862258521758,0.9636423061188476,,
Text,effusion,dp0.2_wd0.1_lr1e-05_bs16,0.2,0.1,1e-05,16,20,0.939,0.938671209540034,0.9565972222222222,0.9475494411006018,0.980910966981132,0.9836765829145899,,
Text,edema,dp0.2_wd0.01_lr0.0002_bs32,0.2,0.01,0.0002,32,20,0.918,0.8816568047337278,0.9530916844349681,0.915983606557377,0.9789992732062047,0.9730208463483229,,
Text,effusion,dp0.2_wd0.01_lr0.0002_bs32,0.2,0.01,0.0002,32,20,0.917,0.9301919720767888,0.9253472222222222,0.927763272410792,0.9727340474318659,0.9782253871623454,,
Text,edema,dp0.2_wd0.01_lr0.0002_bs16,0.2,0.01,0.0002,16,20,0.47,0.4694694694694695,1.0,0.6389645776566758,0.7843791534659229,0.749578994266688,,
Text,effusion,dp0.2_wd0.01_lr0.0002_bs16,0.2,0.01,0.0002,16,20,0.576,0.576,1.0,0.730964467005076,0.7790286785901467,0.8122163756783467,,
Text,edema,dp0.2_wd0.01_lr5e-05_bs32,0.2,0.01,5e-05,32,20,0.921,0.925764192139738,0.9040511727078892,0.9147788565264293,0.9802681507715659,0.9773053615342214,,
Text,effusion,dp0.2_wd0.01_lr5e-05_bs32,0.2,0.01,5e-05,32,20,0.929,0.9469026548672567,0.9288194444444444,0.9377738825591586,0.9779137185534591,0.9858329536076662,,
Text,edema,dp0.2_wd0.01_lr5e-05_bs16,0.2,0.01,5e-05,16,20,0.927,0.9230769230769231,0.9211087420042644,0.9220917822838849,0.9749597452607824,0.9661810439390227,,
Text,effusion,dp0.2_wd0.01_lr5e-05_bs16,0.2,0.01,5e-05,16,20,0.933,0.9536541889483066,0.9288194444444444,0.9410729991204925,0.9801329926624738,0.9797009447880174,,
Text,edema,dp0.2_wd0.01_lr1e-05_bs32,0.2,0.01,1e-05,32,20,0.928,0.9250535331905781,0.9211087420042644,0.9230769230769231,0.9772967286248337,0.9662851746521647,,
Text,effusion,dp0.2_wd0.01_lr1e-05_bs32,0.2,0.01,1e-05,32,20,0.938,0.9524647887323944,0.9392361111111112,0.9458041958041957,0.9813245217505241,0.9859458323825204,,
Text,edema,dp0.2_wd0.01_lr1e-05_bs16,0.2,0.01,1e-05,16,20,0.927,0.9177215189873418,0.9275053304904051,0.9225874867444327,0.9812439015575875,0.9790180789701192,,
Text,effusion,dp0.2_wd0.01_lr1e-05_bs16,0.2,0.01,1e-05,16,20,0.931,0.9567567567567568,0.921875,0.9389920424403183,0.980853642557652,0.9861313141283103,,
Text,edema,dp0.2_wd0_lr0.0002_bs32,0.2,0.0,0.0002,32,20,0.802,0.7316239316239316,0.9125799573560768,0.8121442125237192,0.90030276382414,0.8833055346747778,,
Text,effusion,dp0.2_wd0_lr0.0002_bs32,0.2,0.0,0.0002,32,20,0.855,0.8671209540034072,0.8836805555555556,0.8753224419604472,0.925617465932914,0.9437606726789494,,
Text,edema,dp0.2_wd0_lr0.0002_bs16,0.2,0.0,0.0002,16,20,0.531,0.0,0.0,0.0,0.8588694943362283,0.8200986906456269,,
Text,effusion,dp0.2_wd0_lr0.0002_bs16,0.2,0.0,0.0002,16,20,0.576,0.576,1.0,0.730964467005076,0.8171842243186582,0.8169748686367048,,
Text,edema,dp0.2_wd0_lr5e-05_bs32,0.2,0.0,5e-05,32,20,0.926,0.9229122055674518,0.9189765458422174,0.920940170940171,0.9785013592248603,0.9730914913187387,,
Text,effusion,dp0.2_wd0_lr5e-05_bs32,0.2,0.0,5e-05,32,20,0.939,0.9357021996615905,0.9600694444444444,0.9477292202227934,0.9824873886268344,0.9845898276505307,,
Text,edema,dp0.2_wd0_lr5e-05_bs16,0.2,0.0,5e-05,16,20,0.917,0.8784313725490196,0.9552238805970149,0.9152196118488253,0.976636189512486,0.9680764653577614,,
Text,effusion,dp0.2_wd0_lr5e-05_bs16,0.2,0.0,5e-05,16,20,0.933,0.9151712887438825,0.9739583333333334,0.9436501261564338,0.982339982966457,0.983056132212746,,
Text,edema,dp0.2_wd0_lr1e-05_bs32,0.2,0.0,1e-05,32,20,0.931,0.9366812227074236,0.9147121535181236,0.9255663430420712,0.9796818972128862,0.969615775943988,,
Text,effusion,dp0.2_wd0_lr1e-05_bs32,0.2,0.0,1e-05,32,20,0.936,0.9475524475524476,0.9409722222222222,0.9442508710801394,0.9817421711215932,0.9857966112674693,,
Text,edema,dp0.2_wd0_lr1e-05_bs16,0.2,0.0,1e-05,16,20,0.924,0.9136842105263158,0.9253731343283582,0.9194915254237288,0.9768429844321572,0.9696714983286635,,
Text,effusion,dp0.2_wd0_lr1e-05_bs16,0.2,0.0,1e-05,16,20,0.931,0.9318568994889267,0.9496527777777778,0.9406706792777301,0.9752112814465409,0.9766344334426778,,
Text,edema,dp0.1_wd0.1_lr0.0002_bs32,0.1,0.1,0.0002,32,20,0.919,0.8864541832669323,0.9488272921108742,0.9165808444902163,0.9793566469508792,0.9761373896499936,,
Text,effusion,dp0.1_wd0.1_lr0.0002_bs32,0.1,0.1,0.0002,32,20,0.911,0.8740399385560675,0.9878472222222222,0.9274653626731866,0.9808495479559749,0.9836658766057021,,
Text,edema,dp0.1_wd0.1_lr0.0002_bs16,0.1,0.1,0.0002,16,20,0.469,0.469,1.0,0.6385296119809394,0.5389597613225238,0.47810011342806713,,
Text,effusion,dp0.1_wd0.1_lr0.0002_bs16,0.1,0.1,0.0002,16,20,0.576,0.576,1.0,0.730964467005076,0.5421109309486374,0.6026858159057018,,
Text,edema,dp0.1_wd0.1_lr5e-05_bs32,0.1,0.1,5e-05,32,20,0.93,0.9182389937106918,0.9339019189765458,0.9260042283298097,0.9805050614562378,0.9779508292089645,,
Text,effusion,dp0.1_wd0.1_lr5e-05_bs32,0.1,0.1,5e-05,32,20,0.933,0.9552772808586762,0.9270833333333334,0.9409691629955949,0.9820779284591195,0.9852458451712607,,
Text,edema,dp0.1_wd0.1_lr5e-05_bs16,0.1,0.1,5e-05,16,20,0.916,0.8936605316973415,0.9317697228144989,0.9123173277661796,0.9760720208481402,0.9663674794922272,,
Text,effusion,dp0.1_wd0.1_lr5e-05_bs16,0.1,0.1,5e-05,16,20,0.934,0.9351535836177475,0.9513888888888888,0.9432013769363167,0.980194411687631,0.9748439803571421,,
Text,edema,dp0.1_wd0.1_lr1e-05_bs32,0.1,0.1,1e-05,32,20,0.933,0.9152892561983471,0.9445628997867804,0.9296956977964324,0.9826814274069522,0.9772009051450958,,
Text,effusion,dp0.1_wd0.1_lr1e-05_bs32,0.1,0.1,1e-05,32,20,0.941,0.9464594127806563,0.9513888888888888,0.9489177489177488,0.9796170728511531,0.9844486473557417,,
Text,edema,dp0.1_wd0.1_lr1e-05_bs16,0.1,0.1,1e-05,16,20,0.926,0.9157894736842105,0.9275053304904051,0.9216101694915253,0.9779472291488481,0.9730406577995677,,
Text,effusion,dp0.1_wd0.1_lr1e-05_bs16,0.1,0.1,1e-05,16,20,0.936,0.9507042253521126,0.9375,0.9440559440559442,0.9801780332809225,0.9813124838489828,,
Text,edema,dp0.1_wd0.01_lr0.0002_bs32,0.1,0.01,0.0002,32,20,0.469,0.469,1.0,0.6385296119809394,0.22565341171463105,0.326868452611558,,
Text,effusion,dp0.1_wd0.01_lr0.0002_bs32,0.1,0.01,0.0002,32,20,0.576,0.576,1.0,0.730964467005076,0.6356623427672956,0.6964998515030413,,
Text,edema,dp0.1_wd0.01_lr0.0002_bs16,0.1,0.01,0.0002,16,20,0.531,0.0,0.0,0.0,0.5647288175747573,0.5113557456727013,,
Text,effusion,dp0.1_wd0.01_lr0.0002_bs16,0.1,0.01,0.0002,16,20,0.424,0.0,0.0,0.0,0.6946491745283019,0.711748768529077,,
Text,edema,dp0.1_wd0.01_lr5e-05_bs32,0.1,0.01,5e-05,32,20,0.925,0.8987854251012146,0.9466950959488273,0.9221183800623052,0.9732792855737453,0.9682972243455734,,
Text,effusion,dp0.1_wd0.01_lr5e-05_bs32,0.1,0.01,5e-05,32,20,0.92,0.9575645756457565,0.9010416666666666,0.9284436493738819,0.9795617957285114,0.9814898082147198,,
Text,edema,dp0.1_wd0.01_lr5e-05_bs16,0.1,0.01,5e-05,16,20,0.928,0.9161425576519916,0.9317697228144989,0.9238900634249471,0.9770598179401621,0.9602322716994958,,
Text,effusion,dp0.1_wd0.01_lr5e-05_bs16,0.1,0.01,5e-05,16,20,0.933,0.9291736930860034,0.9565972222222222,0.9426860564585116,0.9819755634171907,0.9859468552894537,,
Text,edema,dp0.1_wd0.01_lr1e-05_bs32,0.1,0.01,1e-05,32,20,0.931,0.9184100418410042,0.9360341151385928,0.9271383315733898,0.9818261396809335,0.9779439679811273,,
