Model,Task,Name,Dropout,WeightDecay,LearningRate,BatchSize,Epochs,Accuracy,Precision,Recall,F1,AUROC,AUPRC,Sensitivity,Specificity
Text,effusion,dp0.1_wd0.01_lr1e-05_bs32,0.1,0.01,1e-05,32,20,0.931,0.9534883720930233,0.9253472222222222,0.9392070484581497,0.9827617269392033,0.9874041471460167,,
Text,edema,dp0.1_wd0.01_lr1e-05_bs16,0.1,0.01,1e-05,16,20,0.927,0.9323144104803494,0.9104477611940298,0.9212513484358145,0.9818261396809335,0.9719177407653999,,
Text,effusion,dp0.1_wd0.01_lr1e-05_bs16,0.1,0.01,1e-05,16,20,0.939,0.9462738301559792,0.9479166666666666,0.9470945359930616,0.9787981525157232,0.9792131155193284,,
Text,edema,dp0.1_wd0_lr0.0002_bs32,0.1,0.0,0.0002,32,20,0.912,0.9027484143763214,0.9104477611940298,0.9065817409766453,0.9746866956581097,0.9710666715375587,,
Text,effusion,dp0.1_wd0_lr0.0002_bs32,0.1,0.0,0.0002,32,20,0.931,0.9318568994889267,0.9496527777777778,0.9406706792777301,0.980796318134172,0.9855952343881402,,
Text,edema,dp0.1_wd0_lr0.0002_bs16,0.1,0.0,0.0002,16,20,0.531,0.0,0.0,0.0,0.6699593236400724,0.5865978940342989,,
Text,effusion,dp0.1_wd0_lr0.0002_bs16,0.1,0.0,0.0002,16,20,0.576,0.576,1.0,0.730964467005076,0.6813560501834381,0.6873719192775106,,
Text,edema,dp0.1_wd0_lr5e-05_bs32,0.1,0.0,5e-05,32,20,0.941,0.9399141630901288,0.9339019189765458,0.9368983957219252,0.983697332546308,0.9809738241929238,,
Text,effusion,dp0.1_wd0_lr5e-05_bs32,0.1,0.0,5e-05,32,20,0.924,0.9355400696864111,0.9322916666666666,0.9339130434782608,0.9766689596436058,0.9772982435515694,,
Text,edema,dp0.1_wd0_lr5e-05_bs16,0.1,0.0,5e-05,16,20,0.929,0.9627906976744186,0.8827292110874201,0.921023359288098,0.9788266094868675,0.9725388345497349,,
Text,effusion,dp0.1_wd0_lr5e-05_bs16,0.1,0.0,5e-05,16,20,0.924,0.9578754578754579,0.9079861111111112,0.9322638146167558,0.9821761988993711,0.9850061579544866,,
Text,edema,dp0.1_wd0_lr1e-05_bs32,0.1,0.0,1e-05,32,20,0.936,0.9530201342281879,0.908315565031983,0.9301310043668123,0.9834564064263027,0.9809332015036827,,
Text,effusion,dp0.1_wd0_lr1e-05_bs32,0.1,0.0,1e-05,32,20,0.935,0.9757914338919925,0.9097222222222222,0.9415992812219227,0.9836952961215933,0.9876126996747165,,
Text,edema,dp0.1_wd0_lr1e-05_bs16,0.1,0.0,1e-05,16,20,0.928,0.9161425576519916,0.9317697228144989,0.9238900634249471,0.9804006601375689,0.975990356063628,,
Text,effusion,dp0.1_wd0_lr1e-05_bs16,0.1,0.0,1e-05,16,20,0.933,0.9652650822669104,0.9166666666666666,0.9403383793410507,0.9783764085429769,0.9826033785627831,,
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR5e-05_WD0.01_BS32_EP20,0.2,0.01,5e-05,32,20,0.9409722222222222,0.940771225,0.938798655,0.9397267300000001,0.982000644659156,0.976772964724611,0.9228295819935691,0.9547677261613692
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR5e-05_WD0.01_BS32_EP20,0.2,0.01,5e-05,32,20,0.95625,0.95692146,0.9554332249999999,0.95604223,0.98328491888241,0.9767008398933996,0.9697766097240473,0.9410898379970545
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR1e-05_WD0.1_BS32_EP20,0.1,0.1,1e-05,32,20,0.8597222222222223,0.856667494027489,0.86150441434288,0.8581834137779728,0.9365138483793111,0.9082424163697546,0.8745980707395499,0.8484107579462102
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR1e-05_WD0.1_BS32_EP20,0.1,0.1,1e-05,32,20,0.8930555555555556,0.8928710496695991,0.892469601466174,0.8926546671210385,0.9583777643167756,0.959118911428031,0.9027595269382391,0.882179675994109
"Fusion (Concat, Full)",edema,VD0.2_TD0.1_LR5e-05_WD0.01_BS32_EP20,0.2,0.01,5e-05,32,20,0.9444444444444444,0.9438752994578237,0.9428179466819708,0.9433292863622321,0.9805560578306433,0.9755335700313129,0.9308681672025724,0.9547677261613692
"Fusion (Concat, Full)",effusion,VD0.2_TD0.1_LR5e-05_WD0.01_BS32_EP20,0.2,0.01,5e-05,32,20,0.9548611111111112,0.9551790201979461,0.9542778570170634,0.9546720479081585,0.9830468784774704,0.9775096269480383,0.9645203679369251,0.9440353460972017
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR0.0002_WD0.1_BS16_EP20,0.2,0.1,0.0002,16,20,0.9402777777777778,0.9414199350000001,0.936839125,0.938850485,0.9815525279286786,0.9784950969184103,0.9115755627009646,0.9621026894865525
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR0.0002_WD0.1_BS16_EP20,0.2,0.1,0.0002,16,20,0.9652777777777778,0.965705375,0.964688735,0.9651291900000001,0.9835577944685603,0.9755006937529206,0.9750328515111695,0.9543446244477173
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR1e-05_WD0_BS16_EP20,0.1,0.0,1e-05,16,20,0.8548611111111111,0.851714775,0.85626263,0.85320392,0.9300780666514673,0.8932117169264319,0.8665594855305466,0.8459657701711492
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR1e-05_WD0_BS16_EP20,0.1,0.0,1e-05,16,20,0.8729166666666667,0.872451425,0.87262226,0.87253302,0.9413414254169092,0.9394049317450277,0.8777923784494087,0.8674521354933726
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR0.0002_WD0.01_BS16_EP20,0.2,0.01,0.0002,16,20,0.9388888888888889,0.941242694260803,0.9344609627434177,0.937289058247142,0.9823337840706295,0.9796292588431562,0.9019292604501608,0.9669926650366748
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR0.0002_WD0.01_BS16_EP20,0.2,0.01,0.0002,16,20,0.9659722222222222,0.9658966854806865,0.9658218490127128,0.9658587969000019,0.9843764212270112,0.9794462865962676,0.9684625492772667,0.9631811487481591
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR1e-05_WD0.01_BS16_EP20,0.1,0.01,1e-05,16,20,0.8541666666666666,0.8510370835952231,0.8556513809070826,0.8525234870002185,0.9301979575311127,0.8935789235563694,0.8665594855305466,0.8447432762836186
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR1e-05_WD0.01_BS16_EP20,0.1,0.01,1e-05,16,20,0.8736111111111111,0.873133332430744,0.8733586339964274,0.8732391913774791,0.9414401250970063,0.9395815336022912,0.8777923784494087,0.8689248895434463
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR0.0002_WD0_BS16_EP20,0.2,0.0,0.0002,16,20,0.9347222222222222,0.932190847127556,0.9361866052406072,0.9338214587440157,0.9757329067052414,0.9677801134366466,0.9469453376205788,0.9254278728606357
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR0.0002_WD0_BS16_EP20,0.2,0.0,0.0002,16,20,0.9666666666666667,0.9671018307146556,0.9660821452278705,0.9665240192099436,0.9870896947857538,0.985075593587504,0.9763469119579501,0.9558173784977909
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR5e-05_WD0.1_BS16_EP20,0.2,0.1,5e-05,16,20,0.90625,0.904421689185074,0.9045766869236394,0.9044987288603956,0.9596714596812869,0.9448017598332584,0.8922829581993569,0.9168704156479217
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR5e-05_WD0.1_BS16_EP20,0.2,0.1,5e-05,16,20,0.9541666666666667,0.9543332448318699,0.9537001735953197,0.9539869281045752,0.9853730944672056,0.9852204234723427,0.961892247043364,0.9455081001472754
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR5e-05_WD0.01_BS16_EP20,0.2,0.01,5e-05,16,20,0.9131944444444444,0.911887961779551,0.9110743795155622,0.9114695610218184,0.9719239144961832,0.9661278911222156,0.8954983922829582,0.9266503667481663
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR5e-05_WD0.01_BS16_EP20,0.2,0.01,5e-05,16,20,0.9520833333333333,0.9518962848297213,0.9519671233300885,0.9519312407748475,0.9856730640831864,0.9866133658029509,0.9540078843626807,0.9499263622974963
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR1e-05_WD0.1_BS16_EP20,0.1,0.1,1e-05,16,20,0.8548611111111111,0.8517147707979627,0.8562626278508478,0.8532039210005311,0.9301979575311127,0.8936941523657854,0.8665594855305466,0.8459657701711492
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR1e-05_WD0.1_BS16_EP20,0.1,0.1,1e-05,16,20,0.8729166666666667,0.8724241158451684,0.8727016037730372,0.8725522580720046,0.9415291483378779,0.9397577427241164,0.8764783180026281,0.8689248895434463
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR5e-05_WD0_BS16_EP20,0.2,0.0,5e-05,16,20,0.9090277777777778,0.9063976303049344,0.909333013624321,0.9076640683317221,0.963185638251873,0.9496406931209136,0.9115755627009646,0.9070904645476773
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR5e-05_WD0_BS16_EP20,0.2,0.0,5e-05,16,20,0.9465277777777777,0.9463235294117647,0.9463934943363801,0.9463580512994675,0.9837493879652189,0.985474560214826,0.9487516425755584,0.9440353460972017
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR5e-05_WD0_BS16_EP20,0.1,0.0,5e-05,16,20,0.9180555555555555,0.9163838612368025,0.9167013891618645,0.9165407639820743,0.969626333540358,0.9578207282203167,0.9067524115755627,0.9266503667481663
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR5e-05_WD0_BS16_EP20,0.1,0.0,5e-05,16,20,0.9479166666666666,0.9477794811046849,0.9477075547831606,0.9477430564795949,0.9843899682419265,0.9850127313222793,0.9513797634691196,0.9440353460972017
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR1e-05_WD0.1_BS16_EP20,0.2,0.1,1e-05,16,20,0.8222222222222222,0.8186191683093964,0.8202147815627481,0.819336272516805,0.9146259011470217,0.8904036615659525,0.8054662379421221,0.8349633251833741
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR1e-05_WD0.1_BS16_EP20,0.2,0.1,1e-05,16,20,0.9180555555555555,0.9176161092893221,0.91874113396256,0.9179224011175537,0.9686057605777997,0.9695637310598949,0.9067017082785808,0.930780559646539
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR5e-05_WD0.01_BS16_EP20,0.1,0.01,5e-05,16,20,0.8881944444444444,0.8854716711859569,0.8875285969229317,0.8863996620997541,0.9571655437542749,0.9445444208113606,0.882636655948553,0.8924205378973105
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR5e-05_WD0.01_BS16_EP20,0.1,0.01,5e-05,16,20,0.9472222222222222,0.9469914622184302,0.9471298713614169,0.9470588235294117,0.9852221420152927,0.986501528344866,0.9487516425755584,0.9455081001472754
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR5e-05_WD0.1_BS16_EP20,0.1,0.1,5e-05,16,20,0.9006944444444445,0.8977887784292287,0.9025758850305426,0.8994997928208142,0.9645280230190489,0.954091583493205,0.9163987138263665,0.8887530562347188
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR5e-05_WD0.1_BS16_EP20,0.1,0.1,5e-05,16,20,0.9520833333333333,0.9534388527295943,0.9508562681070369,0.9518072055406193,0.9834474830613932,0.982737098127614,0.9724047306176085,0.9293078055964654
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR1e-05_WD0.01_BS16_EP20,0.2,0.01,1e-05,16,20,0.8541666666666666,0.8510828084763116,0.8558439924842176,0.8525669153137341,0.9291032162202534,0.8930121132232766,0.8681672025723473,0.843520782396088
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR1e-05_WD0.01_BS16_EP20,0.2,0.01,1e-05,16,20,0.8708333333333333,0.8703062567778377,0.8707305131028664,0.8704913245047203,0.939315179043155,0.9379328570280591,0.8725361366622865,0.8689248895434463
"Fusion (Concat, Full)",edema,VD0.2_TD0.2_LR1e-05_WD0_BS16_EP20,0.2,0.0,1e-05,16,20,0.8444444444444444,0.8417444206279158,0.8409303532260474,0.84132200181425,0.9237435042728324,0.8989847661575999,0.815112540192926,0.8667481662591687
"Fusion (Concat, Full)",effusion,VD0.2_TD0.2_LR1e-05_WD0_BS16_EP20,0.2,0.0,1e-05,16,20,0.9006944444444445,0.9009595573766697,0.9022360315761565,0.9006357440135111,0.9640152578093704,0.9668294269895347,0.8751642575558476,0.9293078055964654
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR0.0002_WD0_BS16_EP20,0.1,0.0,0.0002,16,20,0.9326388888888889,0.9349075614476214,0.927996682363855,0.9308596656138208,0.9811299617135355,0.9756808849496195,0.8938906752411575,0.9621026894865525
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR0.0002_WD0_BS16_EP20,0.1,0.0,0.0002,16,20,0.9631944444444445,0.9631094232689941,0.9630350345158587,0.9630717599122471,0.9855859761301596,0.98254194876308,0.9658344283837057,0.9602356406480118
"Fusion (Concat, Full)",edema,VD0.2_TD0.1_LR0.0002_WD0.01_BS16_EP20,0.2,0.01,0.0002,16,20,0.9430555555555555,0.9414462081128747,0.9427511222572504,0.942068120981859,0.9822856311763457,0.9757407401268927,0.9405144694533762,0.9449877750611247
"Fusion (Concat, Full)",effusion,VD0.2_TD0.1_LR0.0002_WD0.01_BS16_EP20,0.2,0.01,0.0002,16,20,0.9541666666666667,0.9567442105818431,0.9524306247689751,0.9538353031695483,0.9833623303962116,0.9786003454684662,0.9829172141918529,0.9219440353460973
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR0.0002_WD0.01_BS16_EP20,0.1,0.01,0.0002,16,20,0.9333333333333333,0.9315696649029982,0.9328453840045913,0.9321773123690057,0.9782565114505619,0.9740602059231758,0.9292604501607717,0.9364303178484108
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR0.0002_WD0.01_BS16_EP20,0.1,0.01,0.0002,16,20,0.9638888888888889,0.9642011713865285,0.9633746775326628,0.9637408867987387,0.984881531354566,0.9789506138997145,0.9724047306176085,0.9543446244477173
"Fusion (Concat, Full)",edema,VD0.2_TD0.1_LR0.0002_WD0_BS16_EP20,0.2,0.0,0.0002,16,20,0.9340277777777778,0.9390666647834237,0.9276782836343053,0.9319943984859805,0.984076132673999,0.9801984610554678,0.8810289389067524,0.9743276283618582
"Fusion (Concat, Full)",effusion,VD0.2_TD0.1_LR0.0002_WD0_BS16_EP20,0.2,0.0,0.0002,16,20,0.9583333333333334,0.9578910578116944,0.958911903762006,0.9582508659079664,0.9855046940406681,0.9819522398948788,0.9487516425755584,0.9690721649484536
"Fusion (Concat, Full)",edema,VD0.1_TD0.1_LR0.0002_WD0.1_BS16_EP20,0.1,0.1,0.0002,16,20,0.9298611111111111,0.931037740540003,0.9259369177430641,0.9281377123344324,0.9761102681624855,0.9730461811425726,0.8971061093247589,0.9547677261613692
"Fusion (Concat, Full)",effusion,VD0.1_TD0.1_LR0.0002_WD0.1_BS16_EP20,0.1,0.1,0.0002,16,20,0.9527777777777777,0.952601880877743,0.9540523959831165,0.9527295407543577,0.989203029112535,0.9871510364450068,0.9316688567674113,0.9764359351988218
"Fusion (Concat, Full)",edema,VD0.2_TD0.1_LR5e-05_WD0.1_BS16_EP20,0.2,0.1,5e-05,16,20,0.9243055555555556,0.9219178028698118,0.9247065621585076,0.9231443819160141,0.9728653527150372,0.9608602257015073,0.927652733118971,0.921760391198044
"Fusion (Concat, Full)",effusion,VD0.2_TD0.1_LR5e-05_WD0.1_BS16_EP20,0.2,0.1,5e-05,16,20,0.9541666666666667,0.95442992328407,0.9536208267936732,0.9539788178599375,0.9835171534238144,0.9811081034733837,0.9632063074901446,0.9440353460972017
"Fusion (Concat, Full)",edema,VD0.1_TD0.2_LR1e-05_WD0_BS16_EP20,0.1,0.0,1e-05,16,20,0.8680555555555556,0.8656569630212432,0.8653723692796327,0.8655129089911698,0.9317604698150145,0.9103495807921216,0.8456591639871383,0.8850855745721271
"Fusion (Concat, Full)",effusion,VD0.1_TD0.2_LR1e-05_WD0_BS16_EP20,0.1,0.0,1e-05,16,20,0.8534722222222222,0.8535540397688254,0.8547014915263422,0.853364664185101,0.9339873316057664,0.9407909090001194,0.8331143232588699,0.8762886597938144
